protein_idx,gene_id,gene_symbol
14256,132612,ADAD1
14257,27036,SIGLEC7
14258,157567,ANKRD46
14259,26050,SLITRK5
14260,5675,PSG6
14261,1954,MEGF8
14262,55002,TMCO3
14263,5676,PSG7
14264,197258,FUK
14265,84630,TTBK1
14266,9728,SECISBP2L
14267,23780,APOL2
14268,317,APAF1
14269,152992,TRMT44
14270,89782,LMLN
14271,57143,ADCK1
14272,7105,TSPAN6
14273,10443,N4BP2L2
14274,729085,FAM198A
14275,55229,PANK4
14276,100533195,NA
14277,26952,SMR3A
14278,135932,TMEM139
14279,92346,C1orf105
14280,345062,PRSS48
14281,78989,COLEC11
14282,11212,PROSC
14283,283459,GATC
14284,199720,GGN
14285,129787,TMEM18
14286,25970,SH2B1
14287,11254,SLC6A14
14288,55122,AKIRIN2
14289,79647,AKIRIN1
14290,55124,PIWIL2
14291,389677,RBM12B
14292,387707,CC2D2B
14293,26974,ZNF285
14294,4250,SCGB2A2
14295,1538,CYLC1
14296,389852,SPACA5
14297,8799,PEX11B
14298,375686,SPATC1
14299,339318,ZNF181
14300,284402,SCGB2B2
14301,147645,VSIG10L
14302,151230,KLHL23
14303,131669,UROC1
14304,9705,ST18
14305,284186,TMEM105
14306,285016,FAM150B
14307,386746,MRGPRG
14308,144195,SLC2A14
14309,6515,SLC2A3
14310,64094,SMOC2
14311,23583,SMUG1
14312,9465,AKAP7
14313,219771,CCNY
14314,29989,OBP2B
14315,2256,FGF11
14316,341,APOC1
14317,115350,FCRL1
14318,29991,OBP2A
14319,2259,FGF14
14320,400011,NA
14321,54756,IL17RD
14322,64693,CTAGE1
14323,154007,SNRNP48
14324,440435,GPR179
14325,57512,GPR158
14326,223117,SEMA3D
14327,7782,SLC30A4
14328,54758,KLHDC4
14329,51490,C9orf114
14330,4117,MAK
14331,23240,KIAA0922
14332,2356,FPGS
14333,90506,LRRC46
14334,57147,SCYL3
14335,10871,CD300C
14336,115201,ATG4A
14337,135112,NCOA7
14338,96459,FNIP1
14339,79137,FAM134A
14340,92799,SHKBP1
14341,8814,CDKL1
14342,55245,UQCC1
14343,64063,PRSS22
14344,8190,MIA
14345,1302,COL11A2
14346,22993,HMGXB3
14347,83888,FGFBP2
14348,9982,FGFBP1
14349,23768,FLRT2
14350,23767,FLRT3
14351,143282,FGFBP3
14352,27004,NA
14353,55937,APOM
14354,29946,SERTAD3
14355,84058,WDR54
14356,149499,LRRC71
14357,440695,ETV3L
14358,92181,UBTD2
14359,10879,SMR3B
14360,126364,LRRC25
14361,7369,UMOD
14362,8708,B3GALT1
14363,81034,SLC25A32
14364,55911,APOBR
14365,346,APOC4
14366,1071,CETP
14367,344,APOC2
14368,3082,HGF
14369,3249,HPN
14370,3083,HGFAC
14371,100132103,NA
14372,387700,SLC16A12
14373,6524,SLC5A2
14374,125875,CLDND2
14375,1497,CTNS
14376,339184,CCDC144NL
14377,256223,CDRT15L2
14378,284194,LGALS9B
14379,339263,C17orf51
14380,286301,NA
14381,55786,ZNF415
14382,64591,TSPY2
14383,64342,HS1BP3
14384,79095,C9orf16
14385,401285,TCP10L2
14386,26128,KIF1BP
14387,347541,MAGEB5
14388,57692,MAGEE1
14389,28986,MAGEH1
14390,146434,ZNF597
14391,4114,MAGEB3
14392,56160,NSMCE3
14393,4101,MAGEA2
14394,4102,MAGEA3
14395,4108,MAGEA9
14396,139604,MAGEB16
14397,26054,SENP6
14398,51351,ZNF117
14399,6759,SSX4
14400,5083,PAX9
14401,30848,CTAG2
14402,25992,SNED1
14403,1113,CHGA
14404,280658,SSX7
14405,727837,SSX2B
14406,90624,LYRM7
14407,266743,NPAS4
14408,85316,BAGE5
14409,158511,CSAG1
14410,91404,SESTD1
14411,7571,ZNF23
14412,91612,CHURC1
14413,23660,ZKSCAN5
14414,9990,SLC12A6
14415,162394,SLFN5
14416,768211,RELL1
14417,115572,FAM46B
14418,79879,CCDC134
14419,60506,NYX
14420,645037,GAGE2B
14421,55057,AIM1L
14422,2543,GAGE1
14423,1427,CRYGS
14424,28989,NTMT1
14425,2857,GPR34
14426,643832,NA
14427,2579,GAGE7
14428,2574,GAGE2C
14429,645073,GAGE12G
14430,729408,GAGE2D
14431,90167,FRMD7
14432,7499,XG
14433,246100,CTAG1A
14434,139135,PASD1
14435,541466,CT45A1
14436,548313,SSX4B
14437,64841,GNPNAT1
14438,4355,MPP2
14439,79092,CARD14
14440,51005,AMDHD2
14441,347702,NA
14442,389362,PSMG4
14443,84912,SLC35B4
14444,56063,TMEM234
14445,11270,NRM
14446,8834,TMEM11
14447,56475,RPRM
14448,282974,STK32C
14449,220359,TIGD3
14450,1297,COL9A1
14451,83549,UCK1
14452,139596,UPRT
14453,112476,PRRT2
14454,54674,LRRN3
14455,91179,SCARF2
14456,8564,KMO
14457,25957,PNISR
14458,51804,SIX4
14459,10660,LBX1
14460,2140,EYA3
14461,51802,ASIC5
14462,161003,STOML3
14463,90226,UCN2
14464,7349,UCN
14465,100996279,NA
14466,57786,RBAK
14467,222658,KCTD20
14468,79803,HPS6
14469,26301,GBGT1
14470,9917,FAM20B
14471,55726,ASUN
14472,6076,NA
14473,727676,NA
14474,81556,VWA9
14475,57529,RGAG1
14476,340596,LHFPL1
14477,139378,ADGRG4
14478,4225,MEP1B
14479,23284,ADGRL3
14480,22859,ADGRL1
14481,121391,KRT74
14482,8929,PHOX2B
14483,124773,C17orf64
14484,54856,GON4L
14485,375748,ERCC6L2
14486,131583,FAM43A
14487,9650,MTFR1
14488,5498,PPOX
14489,29097,CNIH4
14490,84939,MUM1
14491,644019,CBWD6
14492,323,APBB2
14493,285605,DTWD2
14494,51348,KLRF1
14495,462,SERPINC1
14496,84947,SERAC1
14497,28755,NA
14498,83440,ADPGK
14499,26007,TKFC
14500,55256,ADI1
14501,84076,TKTL2
14502,64478,CSMD1
14503,225,ABCD2
14504,5375,PMP2
14505,126,ADH1C
14506,56242,ZNF253
14507,55586,MIOX
14508,6539,SLC6A12
14509,8574,AKR7A2
14510,137872,ADHFE1
14511,55361,PI4K2A
14512,54700,RRN3
14513,23042,PDXDC1
14514,221927,BRAT1
14515,23066,CAND2
14516,158345,NA
14517,55063,ZCWPW1
14518,340578,DCAF12L2
14519,153733,CCDC112
14520,541468,LURAP1
14521,646480,FABP9
14522,55653,BCAS4
14523,89781,HPS4
14524,80725,SRCIN1
14525,84343,HPS3
14526,55171,TBCCD1
14527,140870,WFDC6
14528,10816,SPINT3
14529,4482,MSRA
14530,51582,AZIN1
14531,133418,EMB
14532,645345,NA
14533,90199,WFDC8
14534,3080,CFHR2
14535,3078,CFHR1
14536,30850,CDR2L
14537,347741,OTOP3
14538,163259,DENND2C
14539,55230,USP40
14540,56606,SLC2A9
14541,6689,SPIB
14542,286128,ZFP41
14543,9637,FEZ2
14544,153572,IRX2
14545,8808,IL1RL2
14546,1415,CRYBB2
14547,49855,SCAPER
14548,11033,ADAP1
14549,400966,RGPD1
14550,146223,CMTM4
14551,79192,IRX1
14552,23011,RAB21
14553,205327,C2orf69
14554,202134,FAM153B
14555,140680,C20orf96
14556,23353,SUN1
14557,51451,LCMT1
14558,7177,TPSAB1
14559,642443,NA
14560,386672,KRTAP10-4
14561,90589,ZNF625
14562,1014,CDH16
14563,10786,SLC17A3
14564,22929,SEPHS1
14565,414328,IDNK
14566,326343,NA
14567,4336,MOBP
14568,126868,MAB21L3
14569,494514,TYMSOS
14570,27315,PGAP2
14571,147660,ZNF578
14572,146894,CD300LG
14573,7711,ZNF155
14574,8771,TNFRSF6B
14575,389741,NA
14576,143684,FAM76B
14577,353332,KRTAP12-1
14578,126375,ZNF792
14579,60370,AVPI1
14580,7589,ZSCAN21
14581,84527,ZNF559
14582,94039,ZNF101
14583,163059,ZNF433
14584,387264,KRTAP5-1
14585,386674,KRTAP10-6
14586,161753,ODF3L1
14587,152815,THAP6
14588,100131997,NA
14589,57830,KRTAP5-8
14590,125919,ZNF543
14591,55080,TAPBPL
14592,7728,ZNF175
14593,26152,ZNF337
14594,162993,ZNF846
14595,162967,ZNF320
14596,390535,NA
14597,148254,ZNF555
14598,7592,ZNF41
14599,79744,ZNF419
14600,58986,TMEM8A
14601,197320,ZNF778
14602,7718,ZNF165
14603,401288,NA
14604,93474,ZNF670
14605,7574,ZNF26
14606,2532,ACKR1
14607,6355,CCL8
14608,5818,NECTIN1
14609,171546,SPTSSA
14610,1943,EFNA2
14611,1795,DOCK3
14612,145957,NRG4
14613,124599,CD300LB
14614,2444,FRK
14615,5775,PTPN4
14616,2046,EPHA8
14617,1945,EFNA4
14618,22885,ABLIM3
14619,610,HCN2
14620,414149,ACBD7
14621,7827,NPHS2
14622,685,BTC
14623,7225,TRPC6
14624,56955,MEPE
14625,146722,CD300LF
14626,55243,KIRREL
14627,1139,CHRNA7
14628,1501,CTNND2
14629,10718,NRG3
14630,357,SHROOM2
14631,81491,GPR63
14632,6004,RGS16
14633,83747,NA
14634,139716,GAB3
14635,9187,SLC24A1
14636,285220,EPHA6
14637,1775,DNASE1L2
14638,57716,PRX
14639,2550,GABBR1
14640,94137,RP1L1
14641,27240,SIT1
14642,84448,ABLIM2
14643,56165,TDRD1
14644,5786,PTPRA
14645,729,C6
14646,9103,FCGR2C
14647,93978,CLEC6A
14648,8482,SEMA7A
14649,130574,LYPD6
14650,27121,DKK4
14651,27123,DKK2
14652,79412,KREMEN2
14653,197350,NA
14654,7760,ZNF213
14655,54977,SLC25A38
14656,200030,NBPF11
14657,84152,PPP1R1B
14658,57538,ALPK3
14659,115861,NXNL1
14660,55691,FRMD4A
14661,827,CAPN6
14662,5831,PYCR1
14663,26762,HAVCR1
14664,5414,SEPT4
14665,56901,NDUFA4L2
14666,6493,SIM2
14667,284004,HEXDC
14668,5076,PAX2
14669,55719,SLF2
14670,6496,SIX3
14671,284366,KLK9
14672,25806,VAX2
14673,2019,EN1
14674,30812,SOX8
14675,4487,MSX1
14676,80821,DDHD1
14677,81558,FAM117A
14678,342125,TMC3
14679,161502,CFAP161
14680,130733,TMEM178A
14681,94115,CGB8
14682,9560,CCL4L2
14683,10219,KLRG1
14684,492,ATP2B3
14685,6406,SEMG1
14686,78987,CRELD1
14687,54867,TMEM214
14688,944,TNFSF8
14689,11182,SLC2A6
14690,6718,AKR1D1
14691,81031,SLC2A10
14692,114134,SLC2A13
14693,57103,TIGAR
14694,84064,HDHD2
14695,5210,PFKFB4
14696,5207,PFKFB1
14697,2674,GFRA1
14698,11237,RNF24
14699,339168,TMEM95
14700,126393,HSPB6
14701,1141,CHRNB2
14702,1138,CHRNA5
14703,1135,CHRNA2
14704,3772,KCNJ15
14705,57084,SLC17A6
14706,22809,ATF5
14707,59272,ACE2
14708,100130742,LRRC69
14709,58475,MS4A7
14710,643847,PGA4
14711,932,MS4A3
14712,643834,PGA3
14713,5222,PGA5
14714,1043,CD52
14715,84824,FCRLA
14716,1208,CLPS
14717,951,CD37
14718,29802,VPREB3
14719,10741,RBBP9
14720,79693,YRDC
14721,6248,RSC1A1
14722,6530,SLC6A2
14723,934,NA
14724,5544,PRB3
14725,54210,TREM1
14726,79865,TREML2
14727,340205,TREML1
14728,3802,KIR2DL1
14729,80031,SEMA6D
14730,26578,OSTF1
14731,157724,SLC7A13
14732,84457,PHYHIPL
14733,255926,NA
14734,79992,NA
14735,7263,TST
14736,10063,COX17
14737,125965,COX6B2
14738,1346,COX7A1
14739,2021,ENDOG
14740,84987,COX14
14741,90639,COX19
14742,58157,NGB
14743,54838,WBP1L
14744,27158,NDOR1
14745,1353,COX11
14746,285521,COX18
14747,56884,FSTL5
14748,58189,WFDC1
14749,54982,CLN6
14750,342926,ZNF677
14751,729442,GAGE12H
14752,645051,GAGE13
14753,729396,GAGE12J
14754,221188,ADGRG5
14755,84873,ADGRG7
14756,266977,ADGRF1
14757,222611,ADGRF2
14758,3617,IMPG1
14759,56947,MFF
14760,346007,EYS
14761,79970,NA
14762,80032,ZNF556
14763,133923,ZNF474
14764,124401,ANKS3
14765,283149,BCL9L
14766,9095,TBX19
14767,6862,T
14768,137868,SGCZ
14769,54221,SNTG2
14770,6444,SGCD
14771,6442,SGCA
14772,79158,GNPTAB
14773,57179,KIAA1191
14774,91369,ANKRD40
14775,64418,TMEM168
14776,132001,TAMM41
14777,133308,SLC9B2
14778,6553,SLC9A5
14779,146433,IL34
14780,387104,SOGA3
14781,5623,PSPN
14782,8927,BSN
14783,64096,GFRA4
14784,9048,ARTN
14785,4902,NRTN
14786,2675,GFRA2
14787,2676,GFRA3
14788,157927,C9orf62
14789,55698,RADIL
14790,169966,FAM46D
14791,79094,CHAC1
14792,9823,ARMCX2
14793,100131816,NA
14794,1411,CRYBA1
14795,10865,ARID5A
14796,84529,C15orf41
14797,343472,BARHL2
14798,259240,WFDC9
14799,80210,ARMC9
14800,8530,CST7
14801,23105,FSTL4
14802,9182,RASSF9
14803,4013,VWA5A
14804,5547,PRCP
14805,128822,CST9
14806,51270,TFDP3
14807,9840,TESPA1
14808,27159,CHIA
14809,431704,RGS21
14810,81622,UNC93B1
14811,100134230,NA
14812,11318,GPR182
14813,200407,CREG2
14814,80162,ATHL1
14815,766,CA7
14816,221833,SP8
14817,140679,SLC32A1
14818,6508,SLC4A3
14819,10716,TBR1
14820,6975,TECTB
14821,795,S100G
14822,57626,KLHL1
14823,494513,DFNB59
14824,259236,TMIE
14825,54943,DNAJC28
14826,27314,RAB30
14827,374659,HDDC3
14828,55278,QRSL1
14829,55066,PDPR
14830,56301,SLC7A10
14831,158584,FAAH2
14832,3038,HAS3
14833,79717,PPCS
14834,79691,QTRTD1
14835,118672,PSTK
14836,164022,NA
14837,9056,SLC7A7
14838,9057,SLC7A6
14839,91461,PKDCC
14840,57140,RNPEPL1
14841,5157,PDGFRL
14842,55258,THNSL2
14843,122945,NOXRED1
14844,435,ASL
14845,284716,RIMKLA
14846,57709,SLC7A14
14847,653598,PPIAL4C
14848,653505,PPIAL4A
14849,60490,PPCDC
14850,113000,RPUSD1
14851,6545,SLC7A4
14852,6542,SLC7A2
14853,23508,TTC9
14854,25833,POU2F3
14855,5408,PNLIPRP2
14856,9289,ADGRG1
14857,1513,CTSK
14858,10149,ADGRG2
14859,374355,CCDC172
14860,198437,LKAAEAR1
14861,147694,ZNF548
14862,2825,GPR1
14863,55188,RIC8B
14864,2845,GPR22
14865,5026,P2RX5
14866,1142,CHRNB3
14867,1143,CHRNB4
14868,66004,LYNX1
14869,57053,CHRNA10
14870,8973,CHRNA6
14871,57152,SLURP1
14872,285598,ARL10
14873,89845,ABCC10
14874,2030,SLC29A1
14875,5999,RGS4
14876,64225,ATL2
14877,54965,PIGX
14878,54808,DYM
14879,25925,ZNF521
14880,85406,DNAJC14
14881,344018,FIGLA
14882,55260,TMEM143
14883,64399,HHIP
14884,124446,TMEM219
14885,8459,TPST2
14886,643853,TMPPE
14887,4062,LY6H
14888,2765,GML
14889,8000,PSCA
14890,7148,TNXB
14891,80745,THUMPD2
14892,133957,CCDC127
14893,142683,ITLN2
14894,340527,NHSL2
14895,155185,AMZ1
14896,114336,CGB2
14897,222950,NYAP1
14898,57624,NYAP2
14899,23026,MYO16
14900,58526,MID1IP1
14901,54858,PGPEP1
14902,160857,CCDC122
14903,7429,VIL1
14904,90353,CTU1
14905,89927,C16orf45
14906,631,BFSP1
14907,440590,ZYG11A
14908,55034,MOCOS
14909,55118,CRTAC1
14910,23479,ISCU
14911,122961,ISCA2
14912,148014,TTC9B
14913,80852,GRIP2
14914,285782,CAGE1
14915,10100,TSPAN2
14916,133015,PACRGL
14917,8293,SERF1A
14918,79949,PLEKHS1
14919,728492,SERF1B
14920,78995,C17orf53
14921,26167,PCDHB5
14922,22823,MTF2
14923,57097,PARP11
14924,91662,NLRP12
14925,2006,ELN
14926,51621,KLF13
14927,10207,INADL
14928,57513,CASKIN2
14929,25792,CIZ1
14930,114757,CYGB
14931,2191,FAP
14932,389856,USP27X
14933,219790,RTKN2
14934,23109,DDN
14935,54873,PALMD
14936,8504,PEX3
14937,5193,PEX12
14938,92960,PEX11G
14939,440503,PLIN5
14940,2134,EXTL1
14941,10855,HPSE
14942,79572,ATP13A3
14943,286530,P2RY8
14944,79575,ABHD8
14945,79574,EPS8L3
14946,81502,HM13
14947,9247,GCM2
14948,23286,WWC1
14949,10314,LANCL1
14950,57670,KIAA1549
14951,11077,HSF2BP
14952,127391,TMCO2
14953,151613,TTC14
14954,222698,NKAPL
14955,285672,SREK1IP1
14956,79080,CCDC86
14957,339230,CCDC137
14958,9816,URB2
14959,112840,WDR89
14960,10457,GPNMB
14961,10154,PLXNC1
14962,10205,MPZL2
14963,130872,AHSA2
14964,360165,NA
14965,92092,ZC3HAV1L
14966,57128,LYRM4
14967,55829,VIMP
14968,29087,THYN1
14969,144717,FAM109A
14970,56882,CDC42SE1
14971,646625,URAD
14972,7172,TPMT
14973,4267,CD99
14974,9362,CPNE6
14975,259215,LY6G6F
14976,11123,RCAN3
14977,84623,KIRREL3
14978,163859,SDE2
14979,10809,STARD10
14980,57594,HOMEZ
14981,8581,LY6D
14982,3884,KRT33B
14983,7700,ZNF141
14984,9649,RALGPS1
14985,114825,PWWP2A
14986,7553,ZNF7
14987,100293516,ZNF587B
14988,54754,NUTM2F
14989,1998,ELF2
14990,254827,NAALADL2
14991,283377,SPRYD4
14992,153020,RASGEF1B
14993,6578,SLCO2A1
14994,150946,GAREM2
14995,51085,MLXIPL
14996,715,C1R
14997,25924,MYRIP
14998,9665,KIAA0430
14999,51375,SNX7
15000,4130,MAP1A
15001,54923,LIME1
15002,79033,ERI3
15003,64762,GAREM1
15004,25758,KIAA1549L
15005,163154,PRR22
15006,118471,PRAP1
15007,441400,NA
15008,10019,SH2B3
15009,3886,KRT35
15010,3882,KRT32
15011,221692,PHACTR1
15012,10825,NEU3
15013,10957,PNRC1
15014,3400,ID4
15015,7539,ZFP37
15016,54521,WDR44
15017,282890,ZNF311
15018,51673,TPPP3
15019,9050,PSTPIP2
15020,8404,SPARCL1
15021,9220,TIAF1
15022,387357,THEMIS
15023,54058,C21orf58
15024,90843,TCEAL8
15025,54149,C21orf91
15026,29998,GLTSCR1
15027,1417,CRYBB3
15028,165,AEBP1
15029,3892,KRT86
15030,81025,GJA9
15031,57556,SEMA6A
15032,9605,VPS9D1
15033,3780,KCNN1
15034,7746,ZSCAN9
15035,2004,ELK3
15036,28620,NA
15037,3481,IGF2
15038,79056,PRRG4
15039,10655,DMRT2
15040,10360,NPM3
15041,126374,WTIP
15042,4043,LRPAP1
15043,11067,C10orf10
15044,9696,CROCC
15045,100073347,NA
15046,85413,SLC22A16
15047,284207,METRNL
15048,7045,TGFBI
15049,145864,HAPLN3
15050,124912,SPACA3
15051,84279,PRADC1
15052,1510,CTSE
15053,79006,METRN
15054,5806,PTX3
15055,23015,GOLGA8A
15056,163126,EID2
15057,116986,AGAP2
15058,10179,RBM7
15059,10950,BTG3
15060,378108,TRIM74
15061,375567,VWC2
15062,3042,HBM
15063,81577,GFOD2
15064,15,AANAT
15065,374969,SVBP
15066,79805,VASH2
15067,64220,STRA6
15068,55192,DNAJC17
15069,54987,C1orf123
15070,22944,KIN
15071,84103,C4orf17
15072,399664,MEX3D
15073,84206,MEX3B
15074,26515,TIMM10B
15075,84269,CHCHD5
15076,203286,ANKS6
15077,1678,TIMM8A
15078,26521,TIMM8B
15079,80864,EGFL8
15080,387990,TOMM20L
15081,154661,RUNDC3B
15082,51629,SLC25A39
15083,54749,EPDR1
15084,57568,SIPA1L2
15085,145282,MIPOL1
15086,79817,MOB3B
15087,51248,PDZD11
15088,80014,WWC2
15089,57701,NCKAP5L
15090,27177,IL36B
15091,129025,ZNF280A
15092,54816,ZNF280D
15093,55609,ZNF280C
15094,140883,ZNF280B
15095,780,DDR1
15096,219749,ZNF25
15097,10050,SLC17A4
15098,26233,FBXL6
15099,130888,FBXO36
15100,8468,FKBP6
15101,221786,FAM200A
15102,11166,SOX21
15103,57600,FNIP2
15104,79887,PLBD1
15105,1290,COL5A2
15106,4921,DDR2
15107,83959,SLC4A11
15108,29903,CCDC106
15109,6362,CCL18
15110,56144,PCDHA4
15111,4761,NEUROD2
15112,2124,EVI2B
15113,6357,CCL13
15114,6359,CCL15
15115,2123,EVI2A
15116,57540,DISP3
15117,84073,MYCBPAP
15118,55701,ARHGEF40
15119,8904,CPNE1
15120,89876,MAATS1
15121,51714,SELT
15122,51463,GPR89B
15123,84293,FAM213A
15124,113178,SCAMP4
15125,51337,THEM6
15126,145389,SLC38A6
15127,8303,SNN
15128,79925,SPEF2
15129,84418,CYSTM1
15130,131368,ZPLD1
15131,26297,SERGEF
15132,10495,ENOX2
15133,11248,NXPH3
15134,27143,PALD1
15135,79632,FAM184A
15136,128553,TSHZ2
15137,338322,NLRP10
15138,838,CASP5
15139,152138,PYDC2
15140,51227,PIGP
15141,5651,TMPRSS15
15142,79792,GSDMD
15143,2849,GPR26
15144,221391,OPN5
15145,53836,GPR87
15146,7558,NA
15147,23051,ZHX3
15148,7582,ZNF33B
15149,8644,AKR1C3
15150,11247,NXPH4
15151,678,ZFP36L2
15152,1534,CYB561
15153,1621,DBH
15154,391059,FRRS1
15155,27166,PRELID1
15156,54471,MIEF1
15157,9028,RHBDL1
15158,57541,ZNF398
15159,200894,ARL13B
15160,80021,TMEM62
15161,84900,RNFT2
15162,441061,MARCH11
15163,57574,MARCH4
15164,220972,MARCH8
15165,115123,MARCH3
15166,162333,MARCH10
15167,153830,RNF145
15168,51136,RNFT1
15169,3995,FADS3
15170,92979,MARCH9
15171,375611,SLC26A5
15172,11221,DUSP10
15173,155100,NA
15174,9587,MAD2L1BP
15175,116496,FAM129A
15176,143241,DYDC1
15177,94122,SYTL5
15178,54851,ANKRD49
15179,54681,P4HTM
15180,79004,CUEDC2
15181,348094,ANKDD1A
15182,348013,TMEM255B
15183,23174,ZCCHC14
15184,144321,GLIPR1L2
15185,51186,TCEAL9
15186,11272,PRR4
15187,352999,C6orf58
15188,80341,BPIFB2
15189,3538,NA
15190,10647,SCGB1D2
15191,1755,DMBT1
15192,1471,CST3
15193,7980,TFPI2
15194,11000,SLC27A3
15195,79998,ANKRD53
15196,7390,UROS
15197,55603,FAM46A
15198,79993,ELOVL7
15199,1292,COL6A2
15200,221806,VWDE
15201,79990,PLEKHH3
15202,57047,PLSCR2
15203,404785,POTEG
15204,29100,TMEM208
15205,53354,PANK1
15206,79646,PANK3
15207,389336,C5orf46
15208,23554,TSPAN12
15209,7789,ZXDA
15210,51252,FAM178B
15211,84107,ZIC4
15212,280636,C11orf31
15213,22928,SEPHS2
15214,8884,SLC5A6
15215,5342,PLGLB2
15216,84913,ATOH8
15217,11313,LYPLA2
15218,151887,CCDC80
15219,28,ABO
15220,55273,TMEM100
15221,27230,SERP1
15222,51148,CERCAM
15223,27290,SPINK4
15224,51149,C5orf45
15225,100499483,CCDC180
15226,114795,TMEM132B
15227,100131211,NEMP2
15228,23306,NEMP1
15229,246269,LACE1
15230,144363,LYRM5
15231,25966,C2CD2
15232,2169,FABP2
15233,91289,LMF2
15234,79960,JADE1
15235,23569,PADI4
15236,83401,ELOVL3
15237,54898,ELOVL2
15238,83861,RSPH3
15239,130013,ACMSD
15240,10072,DPP3
15241,81501,DCSTAMP
15242,128506,OCSTAMP
15243,153478,PLEKHG4B
15244,283659,PRTG
15245,22997,IGSF9B
15246,51029,DESI2
15247,84553,FAXC
15248,26504,CNNM4
15249,100113407,TMEM170B
15250,27351,DESI1
15251,85414,SLC45A3
15252,254428,SLC41A1
15253,7047,TGM4
15254,2005,ELK4
15255,728833,FAM72D
15256,80148,PQLC1
15257,100506627,DCDC5
15258,80332,ADAM33
15259,116143,WDR92
15260,1731,SEPT1
15261,79772,MCTP1
15262,153643,FAM81B
15263,116328,C8orf34
15264,140467,ZNF358
15265,23209,MLC1
15266,85460,ZNF518B
15267,57464,STRIP2
15268,55109,AGGF1
15269,497190,CLEC18B
15270,117583,PARD3B
15271,57689,LRRC4C
15272,2209,FCGR1A
15273,128497,SPATA25
15274,283971,CLEC18C
15275,81706,PPP1R14C
15276,392862,GRID2IP
15277,166752,FREM3
15278,400451,FAM174B
15279,79037,PVRIG
15280,143162,FRMPD2
15281,7551,ZNF3
15282,440321,NA
15283,55005,RMND1
15284,440138,ALG11
15285,166655,TRIM60
15286,728927,ZNF736
15287,51255,RNF181
15288,26471,NUPR1
15289,10357,NA
15290,2709,GJB5
15291,387836,CLEC2A
15292,10351,ABCA8
15293,10060,ABCC9
15294,4880,NPPC
15295,2980,GUCA2A
15296,4883,NPR3
15297,2327,FMO2
15298,2329,FMO4
15299,2979,GUCA1B
15300,2330,FMO5
15301,84631,SLITRK2
15302,114798,SLITRK1
15303,83943,IMMP2L
15304,1421,CRYGD
15305,1420,CRYGC
15306,1409,CRYAA
15307,1414,CRYBB1
15308,9284,NPIPA1
15309,375484,SIMC1
15310,10688,CRSP5
15311,10682,EBP
15312,1718,DHCR24
15313,3125,HLA-DRB3
15314,611,OPN1SW
15315,10692,RRH
15316,5995,RGR
15317,5662,PSD
15318,83742,MARVELD1
15319,2649,NR6A1
15320,9450,LY86
15321,150383,CDPF1
15322,54522,ANKRD16
15323,9750,FAM65B
15324,119587,CPXM2
15325,84871,AGBL4
15326,1114,CHGB
15327,55565,ZNF821
15328,9897,KIAA0196
15329,10313,RTN3
15330,284612,SYPL2
15331,6252,RTN1
15332,79188,TMEM43
15333,25840,METTL7A
15334,10280,SIGMAR1
15335,116151,FAM210B
15336,84067,FAM160A2
15337,29780,PARVB
15338,80194,TMEM134
15339,84885,ZDHHC12
15340,147495,APCDD1
15341,55219,TMEM57
15342,5046,PCSK6
15343,1013,CDH15
15344,64699,TMPRSS3
15345,23090,ZNF423
15346,8721,EDF1
15347,9326,ZNHIT3
15348,100129543,ZNF730
15349,283537,SLC46A3
15350,81932,HDHD3
15351,57149,LYRM1
15352,55313,CPPED1
15353,7512,XPNPEP2
15354,8209,C21orf33
15355,388939,C2orf71
15356,400709,NA
15357,112611,RWDD2A
15358,100131187,TSTD1
15359,140775,SMCR8
15360,84904,ARHGEF39
15361,256364,EML3
15362,9130,FAM50A
15363,1773,DNASE1
15364,10554,AGPAT1
15365,126526,C19orf47
15366,79786,KLHL36
15367,29104,N6AMT1
15368,51667,NUB1
15369,55007,FAM118A
15370,118427,OLFM3
15371,22850,ADNP2
15372,25850,ZNF345
15373,9718,ECE2
15374,121006,FAM186A
15375,9717,SEC14L5
15376,158747,MOSPD2
15377,57685,CACHD1
15378,125050,NA
15379,100288332,NPIPA5
15380,146206,RLTPR
15381,387680,FAM21A
15382,642778,NPIPA3
15383,246176,GAS2L2
15384,55747,NA
15385,100132247,NPIPB5
15386,23325,KIAA1033
15387,9645,MICAL2
15388,161176,SYNE3
15389,645027,EVPLL
15390,219537,SMTNL1
15391,79789,CLMN
15392,51019,CCDC53
15393,645811,CCDC154
15394,54830,NUP62CL
15395,58506,SCAF1
15396,55693,KDM4D
15397,10068,IL18BP
15398,1313,NA
15399,100137049,PLA2G4B
15400,4663,NA
15401,7504,XK
15402,58510,PRODH2
15403,8013,NR4A3
15404,5480,PPIC
15405,84944,MAEL
15406,64184,EDDM3B
15407,51393,TRPV2
15408,56034,PDGFC
15409,3490,IGFBP7
15410,3489,IGFBP6
15411,3483,IGFALS
15412,2999,GZMH
15413,2395,FXN
15414,646486,FABP12
15415,653308,ASAH2B
15416,26013,L3MBTL1
15417,100532731,COMMD3-BMI1
15418,22955,SCMH1
15419,9881,TRANK1
15420,80012,PHC3
15421,654463,FER1L6
15422,138199,CARNMT1
15423,419,ART3
15424,728233,NA
15425,79640,C22orf46
15426,10924,SMPDL3A
15427,8824,CES2
15428,644,BLVRA
15429,922,CD5L
15430,124783,SPATA32
15431,26165,SPATA31A7
